,asa.county,asa.states,score_infection,score_death,asa.population,asa.under5yr,asa.15yrto44yr,asa.65andOver,asa.75andOver,asa.bachelor,asa.disabilityrate,asa.employment,asa.highrisk,asa.population_density,asa.lessHighSchool,asa.nocomputer,asa.noinsurance,asa.nointernet,asa.poverty,asa.black,asa.white,map_cty,map_state
112,Fayette County ,KY,0.415286854,-0.019317107,323152,0.060278135,0.458938828,0.136858197,0.054927712,0.31912846,0.121,0.515339531,0.093915557,2.449438713,0.057530203,0.021126281,0.076,0.044335174,0.156,0.14603654,0.724408328,fayette,kentucky
113,Flagler County ,FL,-1.333098054,-0.031798686,115081,0.039311442,0.278177979,0.311293784,0.126754199,0.207671119,0.131,0.430496781,0.091639802,2.588183699,0.079274598,0.022132237,0.132,0.091344357,0.104,0.087799029,0.815260556,flagler,florida
114,Florence County ,SC,1.028363356,0.065210983,138293,0.0619988,0.37730037,0.173913358,0.067140058,0.178902764,0.112,0.439277476,0.064905671,2.606990028,0.093453754,0.037529014,0.115,0.08509469,0.163,0.432784017,0.5224921,florence,south carolina
115,Floyd County ,GA,0.63586982,0.003626758,98498,0.05295539,0.378545757,0.172724319,0.070062336,0.159485472,0.166,0.439887104,0.088986578,2.779053692,0.107677313,0.035208837,0.148,0.058782919,0.166,0.125088834,0.753152348,floyd,georgia
116,Forrest County ,MS,0.457609455,0.0261989,74897,0.063193452,0.43798817,0.139751926,0.058814105,0.167563454,0.223,0.454878032,0.093301467,2.739465984,0.082513318,0.038492864,0.138,0.070603629,0.247,0.381043299,0.590704568,forrest,mississippi
117,Forsyth County ,GA,-0.923240777,-0.038666031,244252,0.057293287,0.381511717,0.124768682,0.049932037,0.376545535,0.071,0.520425626,0.06499435,2.987243931,0.055168433,0.0064892,0.081,0.015332525,0.043,0.03826376,0.74568069,forsyth,georgia
118,Forsyth County ,NC,-0.254050403,-0.019847114,382295,0.058222054,0.389730444,0.161116415,0.066851515,0.234585856,0.117,0.463845983,0.079637453,2.580441576,0.092920389,0.023908238,0.123,0.05733792,0.155,0.260618109,0.656200055,forsyth,north carolina
119,Fort County ,TX,-0.799812244,-0.02896297,811688,0.066744858,0.402092922,0.116053213,0.039266319,0.309391047,0.066,0.488910764,0.060704359,3.207872584,0.070819083,0.010766452,0.134,0.02019988,0.063,0.200942973,0.505091858,fort bend,texas
120,Franklin County ,NC,-0.580532939,-0.011437541,69685,0.042347708,0.36294755,0.169276028,0.070201622,0.159345627,0.137,0.477462869,0.093649996,2.607971557,0.089574514,0.041443639,0.094,0.052579465,0.088,0.228958886,0.67706106,franklin,north carolina
121,Frederick County ,VA,-0.44898201,-0.023694794,89313,0.053877935,0.344048459,0.178753373,0.075420152,0.20526687,0.139,0.472652357,0.066698017,2.790159325,0.0886769,0.027543583,0.075,0.057136139,0.058,0.044192895,0.896610796,frederick,virginia
122,Fulton County ,GA,-0.350554683,-0.009455687,1063937,0.057413174,0.451849123,0.120078538,0.045953849,0.414210616,0.097,0.531417744,0.065076222,2.420359982,0.055390498,0.019323513,0.088,0.038588751,0.135,0.438043794,0.438523146,fulton,georgia
123,Galveston County ,TX,0.651292214,-0.015288761,342139,0.063047475,0.391472472,0.149594171,0.056824858,0.212586113,0.111,0.485025092,0.081355823,2.692057722,0.073148633,0.018197282,0.142,0.029619541,0.109,0.121947513,0.785543303,galveston,texas
124,Garland County ,AR,-0.392734041,0.021025599,99386,0.049866178,0.342643833,0.239460286,0.105417262,0.212142555,0.19,0.434477693,0.100738535,2.380902187,0.066910833,0.035497957,0.11,0.079799972,0.174,0.079025215,0.861720967,garland,arkansas
125,Gaston County ,NC,0.633918631,0.008644804,224529,0.059368723,0.376686308,0.168107461,0.066387861,0.173340638,0.158,0.473791804,0.085298558,2.61978881,0.11351763,0.027203613,0.113,0.056709824,0.11,0.17118056,0.752860432,gaston,north carolina
126,Glynn County ,GA,0.345468041,0.026200832,85292,0.042852788,0.354640529,0.20923416,0.08193031,0.201777423,0.129,0.469094405,0.124747925,2.464089675,0.084709,0.049137082,0.156,0.090500868,0.155,0.272804014,0.649744407,glynn,georgia
127,Grayson County ,TX,-0.680112466,0.010118554,136212,0.060178252,0.364086865,0.185277362,0.081850351,0.148988342,0.169,0.462059143,0.078245676,2.778475849,0.088707309,0.035165771,0.195,0.07027281,0.112,0.060868352,0.861862391,grayson,texas
128,Greene County ,TN,-0.106041549,0.019103781,69069,0.04776383,0.341499081,0.217883566,0.090199655,0.140555097,0.222,0.423127597,0.070711897,2.43861879,0.116767291,0.057638014,0.127,0.10560454,0.163,0,0.927898189,greene,tennessee
129,Greenville County ,SC,0.852975989,0.002953585,523542,0.061099205,0.392067876,0.161098823,0.065343373,0.261470904,0.129,0.496053803,0.078070145,2.623599982,0.090630742,0.025520398,0.107,0.04542902,0.106,0.168700887,0.718868782,greenville,south carolina
130,Greenwood County ,SC,0.217756743,0.023944398,70811,0.061515866,0.382963099,0.201536484,0.085537558,0.185522023,0.122,0.44720453,0.075623844,2.480766536,0.076767734,0.051192611,0.098,0.103684456,0.194,0.321997995,0.643911257,greenwood,south carolina
131,Gregg County ,TX,-0.475993434,0.02232647,123945,0.068248013,0.402444633,0.159215781,0.065504861,0.14977611,0.115,0.44852959,0.092702408,2.711491763,0.093081609,0.027584816,0.198,0.047617895,0.178,0.178998749,0.722747993,gregg,texas
132,Guadalupe County ,TX,-0.838478848,-0.018352059,166847,0.060366683,0.401889156,0.138941665,0.055583858,0.200291285,0.135,0.492535077,0.080349062,2.976699791,0.081583726,0.013233681,0.135,0.035403693,0.055,0.083237937,0.813200117,guadalupe,texas
133,Guilford County ,NC,-0.557648505,-0.010378644,537174,0.058545276,0.407000339,0.15438573,0.064697845,0.259457829,0.118,0.476445249,0.074370688,2.595670452,0.088425724,0.034696393,0.106,0.059896793,0.164,0.339437501,0.532458756,guilford,north carolina
134,Gwinnett County ,GA,0.16395267,-0.018495258,936250,0.06502964,0.414924433,0.10514713,0.036631242,0.26119733,0.068,0.506694793,0.074956475,3.105605514,0.090935113,0.011281175,0.166,0.034426702,0.093,0.281854206,0.456314019,gwinnett,georgia
135,Hall County ,GA,2.002034659,0.019654573,204441,0.063059758,0.381621103,0.151936255,0.062135286,0.175879594,0.132,0.460401779,0.067535377,3.115291429,0.159400512,0.020445997,0.184,0.025405863,0.145,0.065050552,0.85210403,hall,georgia
136,Hamilton County ,TN,0.293481747,-0.015511388,367804,0.056706833,0.394106644,0.178138356,0.075964372,0.256003197,0.163,0.495834738,0.083732096,2.482528669,0.084134485,0.034121434,0.103,0.050486128,0.126,0.1809877,0.739883199,hamilton,tennessee
137,Hanover County ,VA,-0.786181704,0.001098464,107766,0.047009261,0.355947145,0.181040402,0.075042221,0.289887349,0.127,0.540318839,0.073130672,2.726803472,0.056409257,0.027244214,0.045,0.052539762,0.049,0.099029378,0.844320101,hanover,virginia
138,Hardin County ,KY,-0.631999209,-0.022136889,110958,0.064186449,0.396771751,0.147704537,0.056904414,0.16459381,0.173,0.426062114,0.07488419,2.601960416,0.071279223,0.027370717,0.051,0.054660322,0.098,0.112060419,0.757529876,hardin,kentucky
139,Harnett County ,NC,-0.684186037,-0.003961206,135976,0.068438548,0.419000412,0.126014885,0.04961905,0.165691004,0.132,0.392128023,0.061650585,2.929507067,0.082602812,0.022746661,0.139,0.057767547,0.169,0.213361181,0.640157087,harnett,north carolina
140,Harris County ,TX,-0.33352584,-0.013200041,4713325,0.073821771,0.438343844,0.109034705,0.04077631,0.2166373,0.095,0.487040465,0.084389258,2.861096745,0.128298388,0.021304069,0.224,0.042398943,0.151,0.189469642,0.61154111,harris,texas
141,Harrison County ,MS,-0.671913823,-0.024470408,208080,0.065099962,0.395669935,0.1529604,0.061485967,0.16004902,0.191,0.412057862,0.086553249,2.788229619,0.082501922,0.029075356,0.141,0.067248174,0.169,0.2382401,0.644824106,harrison,mississippi
142,Harrison County ,TX,-1.217055873,0.002232752,66553,0.046444187,0.357669827,0.180758193,0.077381936,0.138010308,0.181,0.422249936,0.072288251,2.750464934,0.108334711,0.037263534,0.178,0.09811729,0.219,0.173936562,0.74182982,harrison,texas
143,Hays County ,TX,-0.255452315,-0.030585105,230191,0.059958904,0.480779005,0.111459614,0.039367308,0.235348037,0.109,0.526541003,0.098648514,2.960694028,0.07176649,0.009804901,0.136,0.028641433,0.127,0.040848687,0.88170693,hays,texas
144,Henderson County ,NC,-0.619407823,0.006817961,117417,0.047275948,0.313847228,0.263377535,0.115886115,0.227147687,0.162,0.470792134,0.089816636,2.29711435,0.079111202,0.028820358,0.123,0.064496623,0.105,0.033325668,0.903761806,henderson,north carolina
145,Henderson County ,TX,-1.191975375,-0.002334112,82737,0.046267087,0.343050872,0.236520541,0.099169658,0.116912627,0.197,0.417684954,0.097598414,2.703205149,0.142076701,0.047681207,0.201,0.089440033,0.184,0.046835152,0.889976673,henderson,texas
146,Henrico County ,VA,-0.553566569,0.022981947,330818,0.057684286,0.394866664,0.16257882,0.067659559,0.305835837,0.122,0.526954398,0.087038795,2.533237359,0.070915126,0.029300099,0.068,0.053857408,0.089,0.306123004,0.540405903,henrico,virginia
147,Henry County ,GA,-0.398156434,-0.016719543,234561,0.056053649,0.397150421,0.119414566,0.043046372,0.182238309,0.089,0.500935791,0.088394916,2.948598366,0.077468121,0.013314234,0.092,0.039132678,0.082,0.475164243,0.453562186,henry,georgia
148,Hernando County ,FL,-1.213750438,0.01911624,193920,0.04392533,0.304022277,0.274690594,0.132585602,0.151253094,0.218,0.378532384,0.087525784,2.462319853,0.093373556,0.019492574,0.118,0.038386964,0.123,0.054883457,0.86769802,hernando,florida
149,Hidalgo County ,TX,0.285947454,0.077125217,868707,0.086304128,0.424140706,0.113709225,0.050171116,0.113733399,0.114,0.393093414,0.092648039,3.509303397,0.202802556,0.030168975,0.322,0.076147654,0.273,0,0.844689867,hidalgo,texas
150,Highlands County ,FL,-0.692344414,0.047990939,106221,0.043908455,0.261765564,0.35324465,0.186752149,0.130925147,0.198,0.342832397,0.095113019,2.450254896,0.124316284,0.048050762,0.116,0.087044935,0.144,0.108989748,0.829440506,highlands,florida
151,Hillsborough County ,FL,-0.034705408,-0.014144393,1471968,0.0603471,0.416252935,0.145434547,0.058425863,0.250723521,0.116,0.499899454,0.085296012,2.717894177,0.089395286,0.014832524,0.131,0.032824762,0.135,0.170659281,0.690960673,hillsborough,florida
152,Hinds County ,MS,-0.100016708,0.001202267,231840,0.063966529,0.41455314,0.147140269,0.058505866,0.197334369,0.141,0.443517081,0.111287957,2.620519718,0.090144065,0.041752933,0.144,0.052437026,0.189,0.724020876,0.247110076,hinds,mississippi
153,Horry County ,SC,0.248145853,-0.001497218,354081,0.044125497,0.322544841,0.249908919,0.086663786,0.186115606,0.163,0.447180165,0.106944456,2.524461714,0.087988342,0.022418599,0.149,0.042275637,0.128,0.125214287,0.811029115,horry,south carolina
154,Houston County ,AL,-0.061787723,-0.002634175,105882,0.062682987,0.372877354,0.179643377,0.07452636,0.159422754,0.16,0.410985814,0.087011957,2.662961193,0.113088155,0.033877335,0.129,0.058045749,0.205,0.276014809,0.669084453,houston,alabama
155,Houston County ,GA,-0.888348016,-0.009887179,157863,0.061128954,0.409912392,0.127946384,0.051798078,0.184134344,0.138,0.469673071,0.08001875,2.70234692,0.056289314,0.026529332,0.123,0.043740458,0.106,0.308444664,0.555532329,houston,georgia
156,Hunt County ,TX,-1.325057141,-0.009886013,98594,0.063715845,0.376463071,0.155313711,0.069699982,0.139876666,0.17,0.418524454,0.077144654,2.809506169,0.113090046,0.029565694,0.152,0.053410958,0.158,0,0.812229953,hunt,texas
157,Iberia Parish ,LA,0.663883745,0.039738462,69830,0.068652442,0.371545181,0.159716454,0.069941286,0.109480166,0.152,0.411835205,0.089069581,2.666793966,0.123972505,0.051711299,0.112,0.051124159,0.218,0.322368609,0.589947014,iberia,louisiana
158,Indian County ,FL,-0.732762882,0.007449638,159923,0.03723667,0.284480656,0.342208438,0.160614796,0.247631673,0.139,0.403806832,0.093707597,2.50204171,0.086766757,0.030502179,0.132,0.061923551,0.123,0.095527222,0.855424173,indian river,florida
159,Iredell County ,NC,-0.231482699,-0.020925075,181806,0.050773902,0.369729272,0.157057523,0.062902214,0.22194537,0.114,0.509059107,0.066306943,2.667928681,0.07790722,0.023299561,0.096,0.041395774,0.074,0.112515539,0.787174241,iredell,north carolina
160,Jackson County ,GA,0.639241583,-0.003394466,72977,0.068131055,0.379996437,0.148827713,0.055113255,0.17461666,0.163,0.455115995,0.062362114,2.898212867,0.114118147,0.03054387,0.117,0.062403223,0.111,0.07043315,0.838318922,jackson,georgia
161,Jackson County ,MS,-0.143639251,-0.006891635,143617,0.053928156,0.374106129,0.168099877,0.069587862,0.171414248,0.199,0.431815175,0.084370235,2.549881931,0.076871122,0.039117932,0.118,0.057012749,0.15,0.202496919,0.71074455,jackson,mississippi
162,James County ,VA,-1.25794027,-0.016333421,76523,0.047292971,0.320870849,0.261581485,0.112815755,0.39483554,0.132,0.443291559,0.054284333,2.528682837,0.040602172,0.018086066,0.025,0.037897103,0.049,0.127843916,0.788965409,james city,virginia
163,Jefferson County ,AL,0.518494871,0.012386044,658573,0.064150823,0.396442004,0.164440389,0.065764919,0.249550164,0.149,0.464104966,0.079701111,2.48749967,0.069802436,0.037391451,0.094,0.063860802,0.163,0.428856027,0.514582286,jefferson,alabama
164,Jefferson County ,AR,1.963536128,0.061002934,66824,0.059469652,0.385116126,0.179785706,0.07256375,0.132676883,0.176,0.401696995,0.099170957,2.421773638,0.096866395,0.066428229,0.067,0.127349455,0.247,0.535870346,0.341060098,jefferson,arkansas
165,Jefferson County ,KY,0.297308564,0.004093116,766757,0.062035299,0.394632198,0.166759482,0.067177737,0.257153179,0.149,0.499035548,0.079827116,2.425110857,0.068607134,0.029620858,0.059,0.051175275,0.14,0.221636059,0.705930301,jefferson,kentucky
166,Jefferson County ,TX,-0.200354753,-0.003753014,251565,0.068046032,0.403303321,0.144463658,0.061665971,0.145417685,0.159,0.42282909,0.082336573,2.817929273,0.120072347,0.020491722,0.204,0.048496412,0.166,0.310432691,0.560630453,jefferson,texas
167,Jefferson Parish ,LA,1.179942537,0.052285344,432493,0.0645259,0.376491643,0.178247972,0.072308685,0.206914332,0.152,0.498593041,0.109726631,2.514625765,0.099506813,0.032664112,0.11,0.059871489,0.139,0.267904914,0.625404342,jefferson,louisiana
168,Johnson County ,TX,-0.091814525,-0.006081411,175817,0.062530927,0.389894038,0.142233117,0.061114682,0.129441408,0.096,0.480516674,0.064766206,2.974252702,0.107293379,0.022005836,0.183,0.034570036,0.121,0.043602155,0.886046287,johnson,texas
169,Johnston County ,NC,-0.016650277,-0.016826142,209339,0.063160711,0.385876497,0.132144512,0.050038454,0.163204181,0.126,0.48486904,0.080529667,2.845555752,0.097874739,0.023254148,0.126,0.073416802,0.136,0.165439789,0.750576816,johnston,north carolina
170,Jones County ,MS,1.095360347,0.038124447,68098,0.064833035,0.38290405,0.181077271,0.073041793,0.130488414,0.154,0.399558847,0.081881078,2.816527422,0.105744662,0.04624218,0.122,0.1437634,0.277,0.29692502,0.680137449,jones,mississippi
171,Kaufman County ,TX,0.352454243,-0.00743381,136154,0.072476754,0.416609134,0.123712855,0.045786389,0.130594768,0.117,0.491663851,0.084477871,3.41794904,0.111410609,0.010223717,0.134,0.042106732,0.105,0.139599277,0.787696285,kaufman,texas
172,Kenton County ,KY,-0.447437874,-0.013044635,166998,0.065785219,0.400627552,0.148319142,0.056683314,0.235859112,0.131,0.53244949,0.078030875,2.554970778,0.0683601,0.023365549,0.057,0.045755039,0.112,0.039581312,0.894525683,kenton,kentucky
173,Kershaw County ,SC,0.364077062,0.011632744,66551,0.057805292,0.351024027,0.186894262,0.067301769,0.173596189,0.166,0.441375787,0.048173581,2.711497718,0.097444065,0.028699794,0.088,0.042057971,0.142,0.271476011,0.683205361,kershaw,south carolina
174,Knox County ,TN,-0.356609167,-0.021321901,470313,0.05670479,0.417881283,0.161116108,0.066166574,0.274542698,0.12,0.497815285,0.087267416,2.450504103,0.063908503,0.024143496,0.084,0.063906377,0.135,0.080665429,0.847150727,knox,tennessee
175,Lafayette Parish ,LA,0.325703241,-0.031868932,244390,0.064896272,0.425271083,0.135754327,0.052227996,0.244633577,0.115,0.491791808,0.084062359,2.58641126,0.076422931,0.029886657,0.069,0.041090061,0.176,0.263500962,0.684749785,lafayette,louisiana
176,Lafourche Parish ,LA,0.377566098,0.039364717,97614,0.071649558,0.3800377,0.165744668,0.070297293,0.11573135,0.198,0.428340197,0.08776405,2.655512936,0.163214293,0.050843117,0.089,0.074446288,0.189,0.140195054,0.796330444,lafourche,louisiana
177,Lake County ,FL,-0.725304155,-0.004542387,367118,0.045903497,0.318638694,0.269406567,0.127547546,0.19394854,0.17,0.419829592,0.098254512,2.637493534,0.090777352,0.021461764,0.111,0.047251837,0.112,0.104010155,0.806111387,lake,florida
178,Lancaster County ,SC,-0.328882694,-0.008464547,98012,0.059615149,0.347090152,0.211749582,0.088846264,0.171887116,0.15,0.418856875,0.067644778,2.767918667,0.103395503,0.029843284,0.094,0.065247113,0.124,0.189976738,0.740378729,lancaster,south carolina
179,Lauderdale County ,AL,-0.273156309,0.000242555,92729,0.042726655,0.381293878,0.207313785,0.085852322,0.16319598,0.15,0.435688943,0.077171112,2.392327339,0.114376301,0.048603997,0.117,0.105134316,0.164,0.112974366,0.844946026,lauderdale,alabama
180,Lauderdale County ,MS,0.210372169,0.096828923,74125,0.062273187,0.373477234,0.174232715,0.081173693,0.131548061,0.221,0.409430017,0.098495784,2.524091668,0.144620573,0.035858347,0.114,0.084168634,0.209,0.414124789,0.505618887,lauderdale,mississippi
181,Laurens County ,SC,-0.114273579,0.026270607,67493,0.058006015,0.356540678,0.184759901,0.080838013,0.141555421,0.194,0.429896434,0.079371194,2.605806726,0.117419584,0.046701139,0.153,0.07609678,0.209,0.214125909,0.680248322,laurens,south carolina
182,Lee County ,AL,-0.006631502,-0.023236636,164542,0.051731473,0.482910138,0.126077233,0.048285544,0.271851564,0.115,0.497490003,0.091435621,2.553097071,0.058842119,0.027227091,0.071,0.059109528,0.158,0.226519673,0.70664025,lee,alabama
183,Lee County ,FL,-0.079271839,-0.001592151,770577,0.045024702,0.310249333,0.291551655,0.135963051,0.225909935,0.148,0.417536469,0.085038873,2.685994834,0.095219556,0.014774643,0.122,0.037448561,0.113,0.084547034,0.831793578,lee,florida
184,Lee County ,MS,0.920533223,0.012910364,85436,0.066927291,0.390280444,0.15152863,0.072311438,0.173931364,0.17,0.452116204,0.065475912,2.812430048,0.125462334,0.042136804,0.132,0.08051641,0.142,0.306615478,0.642820357,lee,mississippi
185,Leon County ,FL,0.692832123,-0.025784967,293582,0.052237535,0.494958819,0.138526885,0.052516844,0.311732327,0.105,0.509387497,0.10025819,2.524719864,0.064516898,0.015859283,0.093,0.043313282,0.219,0.308292062,0.60276175,leon,florida
186,Lexington County ,SC,-0.086568866,-0.003267165,298750,0.054383264,0.37660251,0.16179749,0.063682008,0.216254393,0.133,0.489051046,0.074232636,2.527645461,0.090376569,0.027096234,0.105,0.049128033,0.126,0.14529205,0.779805858,lexington,south carolina
187,Liberty County ,TX,-0.550345375,0.006027039,88219,0.07294347,0.398462916,0.142611002,0.059057573,0.082170507,0.174,0.43346497,0.08183314,3.223553915,0.145116131,0.033892926,0.223,0.049751187,0.137,0.074031671,0.733674152,liberty,texas
188,Limestone County ,AL,-0.292264605,-0.023932213,98915,0.060011121,0.384441187,0.164585755,0.066076935,0.184552393,0.145,0.398786837,0.05254006,3.089163023,0.097083354,0.021402214,0.117,0.024111611,0.14,0.130708184,0.762594146,limestone,alabama
189,Lincoln County ,NC,0.268579792,-0.028831231,86111,0.058529108,0.33960818,0.174971839,0.066449118,0.194202831,0.14,0.497532255,0.062431048,2.501917601,0.062129112,0.035976821,0.083,0.053767811,0.074,0,0.905830846,lincoln,north carolina
190,Livingston Parish ,LA,-0.273482901,-0.026062875,140789,0.062817408,0.416509813,0.134506247,0.051374752,0.148647977,0.143,0.451391799,0.070204348,2.994618624,0.128404918,0.019056887,0.087,0.065175546,0.131,0.064223767,0.888982804,livingston,louisiana
191,Lonoke County ,AR,-0.52910312,-0.008610771,73309,0.064916995,0.400742064,0.141906178,0.057878296,0.135058451,0.156,0.4727114,0.066076471,2.813949025,0.079894692,0.026408763,0.084,0.048602491,0.111,0.055450218,0.881624357,lonoke,arkansas
192,Loudoun County ,VA,-0.730496778,-0.019084633,413538,0.068276676,0.408448559,0.097089022,0.03796749,0.419545483,0.058,0.54761352,0.075485203,3.091872897,0.048302695,0.005685088,0.047,0.01452829,0.03,0.078307193,0.628179273,loudoun,virginia
193,Lowndes County ,GA,-0.014071133,-0.004808963,117406,0.069809039,0.477071019,0.125010647,0.052450471,0.170791953,0.102,0.448375722,0.094279679,2.75348859,0.081026523,0.034861932,0.18,0.102592712,0.212,0.361625471,0.516370543,lowndes,georgia
194,Lubbock County ,TX,2.97632485,0.028320673,310569,0.066429682,0.471260815,0.125044676,0.052323316,0.211978659,0.124,0.503546716,0.090137779,2.643275401,0.092517283,0.020922887,0.14,0.060614549,0.185,0.066326646,0.799332837,lubbock,texas
195,Madison County ,AL,-0.556194364,-0.028310435,372909,0.0586202,0.393286298,0.155238946,0.064884462,0.314352831,0.133,0.502851902,0.085975399,2.392313219,0.058014154,0.020763779,0.076,0.041742087,0.118,0.242297719,0.660490897,madison,alabama
196,Madison County ,KY,-0.14609012,-0.024416017,92987,0.059997634,0.458010259,0.141471388,0.054125846,0.218374612,0.169,0.459967522,0.085689397,2.713364459,0.069084926,0.025842322,0.045,0.053308527,0.183,0,0.905524428,madison,kentucky
197,Madison County ,MS,0.287671035,0.016102011,106272,0.059084237,0.403539973,0.135680142,0.047030262,0.337153719,0.102,0.503274616,0.070846507,2.65374819,0.063083409,0.020852153,0.078,0.034948058,0.087,0.374397772,0.571128802,madison,mississippi
198,Madison County ,TN,0.277836859,0.028490699,97984,0.060918109,0.366345526,0.176110385,0.069684847,0.18538741,0.14,0.452145248,0.078278086,2.516927819,0.080043681,0.043792864,0.097,0.060938521,0.183,0.369172518,0.546415741,madison,tennessee
199,Manatee County ,FL,0.101416433,0.013632412,403253,0.045433016,0.305842734,0.28262654,0.128899227,0.236107357,0.14,0.421437658,0.083228147,2.777779309,0.090533734,0.014856678,0.123,0.042834151,0.115,0.088284526,0.847103431,manatee,florida
200,Marion County ,FL,-0.39124643,0.020434129,365579,0.048884099,0.307266008,0.292549627,0.135237527,0.156704844,0.166,0.372849644,0.07809256,2.510465452,0.093695207,0.026366394,0.125,0.04719363,0.15,0.123691459,0.805270543,marion,florida
201,Marshall County ,AL,1.515371139,0.005294396,96774,0.070690475,0.370926075,0.172949346,0.07175481,0.138497944,0.138,0.431076529,0.066309133,2.739145202,0.136234939,0.036580073,0.117,0.053764441,0.161,0.039473412,0.924122182,marshall,alabama
202,Martin County ,FL,-0.233112306,0.021452281,161000,0.039397516,0.27247205,0.31947205,0.164068323,0.280881988,0.161,0.426149068,0.081031056,2.476389701,0.073838509,0.026434783,0.086,0.049515528,0.074,0.042981366,0.883714286,martin,florida
203,Maury County ,TN,0.973451569,-0.000789123,96387,0.066741366,0.374064967,0.163611275,0.062767801,0.177658813,0.103,0.527218401,0.099608868,2.597752264,0.081276521,0.019898949,0.091,0.055329038,0.066,0.124591491,0.830319441,maury,tennessee
204,McCracken County ,KY,-0.302214114,-0.01323827,65418,0.065196123,0.343162432,0.193891589,0.085251766,0.175135284,0.157,0.435843346,0.067122199,2.306455594,0.078632792,0.028661836,0.075,0.045874224,0.157,0.077547464,0.829374178,mccracken,kentucky
205,McLennan County ,TX,0.623331497,0.000109807,256623,0.06779595,0.430947343,0.147465348,0.064031673,0.166769931,0.134,0.446826668,0.086706959,2.75876415,0.095965677,0.026404492,0.131,0.057286369,0.187,0.133031724,0.78712742,mclennan,texas
206,Mecklenburg County ,NC,0.160697648,-0.019626688,1110356,0.065806822,0.447129569,0.11464071,0.043869714,0.324619311,0.075,0.546946205,0.084324307,2.604555808,0.076531311,0.017285447,0.121,0.035178808,0.102,0.314718883,0.51983508,mecklenburg,north carolina
207,Miami County ,FL,3.593534296,0.046000688,2716940,0.057858105,0.393420539,0.166380929,0.077625564,0.228641781,0.101,0.502937496,0.1006511,2.976473617,0.150986036,0.020623937,0.163,0.065719523,0.156,0.165208654,0.75111817,miami-dade,florida
208,Midland County ,TX,-0.049023346,-0.009792496,176832,0.090690599,0.446932682,0.103482401,0.046547005,0.19279316,0.109,0.511604235,0.0678384,2.980733249,0.106813246,0.012435532,0.16,0.060741269,0.107,0.064224801,0.702553836,midland,texas
209,Mobile County ,AL,0.079780165,0.01749467,413210,0.066416592,0.387870574,0.164587014,0.066631979,0.160908497,0.135,0.429270831,0.07422618,2.649699255,0.098465671,0.035594492,0.113,0.074560151,0.174,0.360235715,0.575278914,mobile,alabama
210,Monroe County ,FL,-0.081568157,-0.033487381,74228,0.039122703,0.329498303,0.237430619,0.08459072,0.275677642,0.099,0.515129062,0.150522714,2.260361156,0.067225306,0.028008299,0.204,0.065810745,0.087,0.077881662,0.833620736,monroe,florida
211,Montgomery County ,AL,0.774054594,0.0297183,226486,0.06359775,0.407588107,0.1572106,0.063518275,0.246324276,0.129,0.461357435,0.073496817,2.548681131,0.07859647,0.035344348,0.095,0.061429846,0.146,0.571090487,0.332055845,montgomery,alabama
212,Montgomery County ,TN,-0.960238467,-0.024191911,208993,0.085361711,0.470613848,0.096687449,0.033867163,0.198829626,0.157,0.410664472,0.093318915,2.715111596,0.050360538,0.013555478,0.084,0.039269258,0.129,0.1898054,0.632997277,montgomery,tennessee
213,Montgomery County ,TX,-0.813439369,-0.031898064,607391,0.066354292,0.39144472,0.133869287,0.049226939,0.230856236,0.099,0.479900097,0.070964173,2.898853614,0.089815292,0.010824988,0.138,0.024391208,0.091,0.051991221,0.862042737,montgomery,texas
214,Montgomery County ,VA,-0.178715452,-0.027646057,98535,0.041660324,0.544101081,0.130085756,0.056254123,0.28844573,0.09,0.448865885,0.072065763,2.718656881,0.032333689,0.01696859,0.057,0.030892576,0.231,0,0.851534988,montgomery,virginia
215,Moore County ,NC,-0.461743877,0.001755026,100880,0.061687153,0.337351308,0.244240682,0.114581681,0.291514671,0.154,0.414809675,0.092030135,2.429087407,0.071262887,0.038421887,0.094,0.062272006,0.118,0.114294211,0.766375892,moore,north carolina
216,Morgan County ,AL,0.67370111,-0.009502631,119679,0.061456062,0.361450213,0.181117824,0.080423466,0.162877364,0.149,0.447455276,0.066553029,2.575403486,0.107587797,0.044585934,0.102,0.08632258,0.141,0.130758111,0.804476976,morgan,alabama
217,Muscogee County ,GA,-0.216259783,0.015507978,195769,0.069949788,0.420991066,0.136890928,0.055039358,0.166788409,0.185,0.400512849,0.071936824,2.676853447,0.087879082,0.03311556,0.105,0.057532091,0.182,0.452584423,0.397044476,muscogee,georgia
218,Muskogee County ,OK,1.147594328,0.001540674,67997,0.062943953,0.38423754,0.170228098,0.068238305,0.149888966,0.197,0.386075856,0.066105858,2.533231503,0.112225539,0.03947233,0.146,0.103460447,0.24,0.098430813,0.548406547,muskogee,oklahoma
219,Nacogdoches County ,TX,-0.686860968,0.042906681,65204,0.066698362,0.444727317,0.148165757,0.060901172,0.159560763,0.18,0.457303233,0.090592602,2.637488876,0.107048647,0.028188455,0.13,0.072004785,0.213,0.191966751,0.765796577,nacogdoches,texas
220,Nash County ,NC,0.444676824,0.01506826,94298,0.055929076,0.362902713,0.188529979,0.070033299,0.1312329,0.17,0.44025324,0.067265478,2.509660936,0.122028039,0.03896159,0.095,0.069959066,0.169,0.405119939,0.492173747,nash,north carolina
